tweetid	text
16881	@AlfonsoMarquina @dcabellor:Venezuela no necesita un debate constituyente?? Necesita un debate sobre la violación 75%  de la constitución.
16882	Rueda de prensa del hombre más corrupto de la historia política venezolana @dcabellor
16883	Rueda de prensa del hombre más corrupto de la historia política venezolana @dcabellor
16884	¡En Miranda seguimos adelante junto a @hcapriles! Descarga y comparte nuestra nueva canción http://t.co/LC7uE2c0
16885	Rueda de prensa del hombre más corrupto de la historia política venezolana @dcabellor
16886	Rueda de prensa del hombre más corrupto de la historia política venezolana @dcabellor
16887	@dcabellor buenas falcon ha puesto en telecentro propaganda de iris varela e isaias rodrigue diciendo q es el mejor averiguen
16888	@chavezcandanga @luisreyespsuv @dcabellor @jorgerpsuv DEMOSTRAREMOS #QueAMAMOSaCHAVEZ VOTANDO #PorCANDIDATOSdCHAVEZ 16D http://t.co/TqRsDo6O
16889	@AnotateCnChavez @dcabellor. Interior o EXTERIOR? Chavista al Fin
16890	@titnascanio @Scorpio_68 @hcapriles eso  mismito pensaba yo cuando lei su twitter que escribio autogolpe? ...
16891	@dcabellor Fundacion laguna azul 104.9 denuncia a funcionarios d conatel X proteger a ilegal ORBE104.9Valencia X dinero que reciben.Lupa
16892	@chavezcandanga @dcabellor Lameda al Min Giordani: “Ustedes son unos hijos de puta y yo con hijos de puta no trabajo http://t.co/hT3qf3aN
16893	@PabloPerezOf @hcapriles habla d los resultados d Seijas-Ivad:Está clarito,vamos a ganar por paliza - http://t.co/kdbjIQoo /Cuidado con Migr
16894	Gobernador de #Lara es investigado por irregularidades en su gestión no porque sea candidato http://t.co/p6y3obQI @dcabellor
16895	@laocaloca @unidadvenezuela @hcapriles NO tienen propuestas concretas y no escuchan a nadie, están desorientados luego del 7-O AUTONOMIA YA
16896	@GorilaBipolar @hcapriles Asi es! voto vale mas q encuestas y negociaciones mercantilistas..buscamos democracia y es con votos no con Judas!
16897	@laocaloca @unidadvenezuela @hcapriles Es la prensa mundial la que nos va a sacar de esto?. Somos nosotros, hay que cambiar las estrategias
16898	#CorreoOrinoco: #PSUV denuncia que Henry #Falcon está entregando armas a particulares http://t.co/4FuAD1yO @dcabellor @LaraPrensa
16899	@ERLISSIR @FSS1604 @GorilaBipolar @hcapriles  estamos claros q los derechos, igual q ntros votos en primarias no se negocian! son las reglas
16900	RT @CorreoOrinoco: #PSUV denuncia que Henri #Falcon está entregando armas a particulares http://t.co/lH4TyjYd @LaraPrensa #Lara
16901	Tu ers uno d esos quin l pueblo castigo n l 2008 RT @dcabellor : El pueblo le da una lección con votos a los que traicionan la revolución
16902	Cabello: Más del 60% de los venezolanos apoyan el Socialismo http://t.co/pHqZxGUi @ForoCandanga @dcabellor
16903	@Hcapriles #PalestinaLibreResiste Niños de Gaza reclaman el apoyo de la comunidad internacional http://t.co/kWoxZbrM
16904	@dcabellor @chavezcandanga el proyecto de la Villa panamericana queremos respuesta x la cultura de nuestra comunidad http://t.co/yDyJ7pbE
16905	#PSUV denuncia que Henri #Falcon está entregando armas a particulares http://t.co/BWqOOrcq @dcabellor #Lara (via @correoorinoco)
16906	#Video “Al ver lo que hemos logrado en #Miranda, sé que vale la pena seguir avanzando” @hcapriles http://t.co/SncSXrwY
16907	#PSUV reconoce esfuerzo del pueblo de #Lara durante jornada electoral del 7-O http://t.co/lTqnB20Q @dcabellor (via @correoorinoco)
16908	#Video “Al ver lo que hemos logrado en #Miranda, sé que vale la pena seguir avanzando” @hcapriles http://t.co/SncSXrwY
16909	@rsanz777 @hcapriles y Jaua retaco y  chocante diciendo pendejadas...
16910	@hcapriles Nuevamente Israel y Estados Unidos imponen su imperio del terror atacando a civiles en #Gaza #Palestina #PalestinaLibreResiste
16911	@hcapriles Nuevamente Israel y Estados Unidos imponen su imperio del terror atacando a civiles en #Gaza #Palestina #PalestinaLibreResiste
16912	el dia que este hombre --&gt; @hcapriles me responda un tweet ♥!!!  naguara no, ni siquiera lo puedo imaginar :(
16913	#PSUV denuncia que Henri #Falcon está entregando armas a particulares http://t.co/BWqOOrcq @dcabellor #Lara (via @correoorinoco)
16914	@hcapriles Uff! No dijiste que Chávez amanecería el 8-O sin empleo? De verdad nos crees de memoria microscópica! Ensériate!
16915	Cestatiquet para todos los jubilados del país @chavezcandanga @dcabellor @AraguaenNoticia
16916	Diosdado Cabello: Luis Reyes Reyes la única garantía para profundizar la Revolución en #Lara http://t.co/n7ZiujTu @dcabellor
16917	@Hcapriles #PalestinaLibreResiste China condena el ataque militar israelí contra Gaza #Palestina http://t.co/Erd2tdam
16918	@hcapriles Por que Ocariz le cedio su puesto habiendo ganado primarias y Soraya no puede??? Que terquedad, a sabiendas que llegara 3era
16919	RT @hcapriles: A ese candidato que nos mandaron a Miranda que le vayan ubicando un Consulado para que haga algo por la paz planetaria
16920	Diosdado Cabello: Luis Reyes Reyes la única garantía para profundizar la Revolución en #Lara http://t.co/IQFr9zNG @dcabellor
16921	@NietiveBentez @Marycarmenbueno @LucioQuincioC @hcapriles Corrección, más de 800 muertes violentas entre Octubre y lo q va de Noviembre.
16922	@hcapriles COMUNAS=COMUNISMO quieren otra razón para votar???El q NO VOTA le esta ENTREGANDO EL PAIS a la ROBOvoLUCION HAY Q VOOOOOOTAR!!!
16923	@NietiveBentez @Marycarmenbueno @LucioQuincioC @hcapriles Corrección, más de 800 muertes violentas entre Octubre y lo q va de Noviembre.
16924	@Zapatacar  @hcapriles Aunque se dizfracen ya todo el mundo los conoce;el militar está exclusivamente entrenado para la obediencia debida!
16925	@partidoUNT Lo ideal para Venezuela @hcapriles y para el Zulia @PabloPerezOf
16926	En Casa Por Casa Urb, la Picott. El camino continua 16-D juntos por un futuro mejor. @hcapriles Gobernador.
16927	Gestión de .@HCapriles dejó de apoyar al deporte y la recreación en Miranda http://t.co/9ltx5rmu
16928	Desde este momento empiezo a trabajar para @hcapriles. No me quiero ir vota...! :) Capriles GOBERNADOR.!
16929	Menos tendremos si perdemos, lo cual será mas fácil desanimado como haces tú, en fin.. @MarabinaND @Pienso1ro @unidadvenezuela @hcapriles
16930	@hcapriles es la luz en un mundo lleno de oscuridad.
16931	Cuando digan En Miranda Henrique Capriles saltare y pegare gritos como si yo fuera de allá.. @hcapriles
16932	@hcapriles #Miranda tierra de progreso. Crónica de la gestión del Gobierno de Miranda. Te invitamos a leerla aquí: http://t.co/fSGTP6sD
16933	Diosdado Cabello: Henry #Falcon se investiga porque cometió delito no porque sea candidato a... http://t.co/lrpoXI62 @dcabellor
16934	Diosdado Cabello: Henry #Falcon se investiga porque cometió delito no porque sea candidato a... http://t.co/bZ91qekQ @dcabellor
16935	#JuanDiazContigo Diosdado Cabello: El Gobernador traidor es el responsable de la seguridad en el esta... http://t.co/RqI9xkqp @dcabellor
16936	La comiditá para el mes @votojoven gracias al socialismo @hcapriles http://t.co/VdgmkeMK
16937	Diosdado Cabello: Luis Reyes Reyes la única garantía para profundizar la Revolución en #Lara http://t.co/1LevwQj8 @dcabellor
16938	@PJBarutaOficial @JWT_Worldwide @hcapriles @PabloPerezOf @antoniojbarreto @BarretoSira @RonnieF5 #elcaminocontinua♥
16939	Diosdado Cabello: El Gobernador traidor es el responsable de la seguridad en el estado #Lara http://t.co/G85MPJmX @dcabellor
16940	Diosdado Cabello: Henry #Falcon se investiga porque cometió delito no porque sea candidato a... http://t.co/lrpoXI62 @dcabellor
16941	Diosdado Cabello: Henry #Falcon se investiga porque cometió delito no porque sea candidato a... http://t.co/lrpoXI62 @dcabellor
16942	ESTOY ARRECHO ! http://t.co/ij8nukLD @chavezcancanga @walterdossier @vtvcanal8 @telesurtv @canal_i @globovision @hcapriles #mud #cne #16D
16943	JAJAJAJAJAJAJAJAJAJ RT @ChavezOfficial: Mira @hcapriles tienes algo en el sobaco... jijijiiii  http://t.co/gDfzwu3m
16944	La vocación de @hcapriles siempre ha sido servir al pueblo y su gestión en #Miranda es ejemplo de ello http://t.co/SncSXrwY
16945	@ali_sanchez @ChavezOfficial @hcapriles Guacala! que horrible vocabulario. Mal uso de su idioma. Dan asco.Vocabulario de la bajeza.
16946	Jajajajajajajajajajajajajaja RT @ChavezOfficial Mira @hcapriles tienes algo en el sobaco... jijijiiii  http://t.co/rV2xRGP0
16947	@Scorpio_68 @Pedro_Alvarez_ @LucioQuincioC @Elio74Elio Siempre supe que @hcapriles no daría la talla ese día.
16948	UNIDAD debe y puede Ganar en Anzoategui con @BarretoSira  Lara @HenryFalconLara Miranda @hcapriles Aragua @richardmardo Zulia @PabloPerezOf
16949	@hcapriles te quiero como presidente te Venezuela ☹ contigo todo fuera sido diferente ☹ pero no pierdo las esperanzas ♥ Dios te bendiga
16950	@unidadvenezuela La gente de Macaracuay sabe que la dupla triunfadora es @hcapriles y Carlos Ocariz
16951	Pa' la Gobernación de #MERIDA @LesterYomar - Pa' la Gobernacion de #MIRANDA @HCapriles - ¡TODOS A VOTAR!
16952	@Scorpio_68 @Miraclerf @LucioQuincioC @hcapriles gracias a los a entregaron al país sin protestar  y todavía pretenden ganar gobernó y alcal
16953	@Scorpio_68 @Miraclerf @LucioQuincioC @hcapriles LA ELECCIÓN MÁS IMPORTANTE  LA PERDIMOS GRACIAS A LA INEPTA DIRIGENCIA OPOSITORA
16954	Los jovenes simplemente votaran por @hcapriles porque gracias a chavez se va la luz y se descargan los blackberrys #esverdad
16955	@Teresabba chavezcandanga Aquí igual.Es el jueguito d nunca acabar.luz se va y viene x períodos d segs luego x rato @dcabellor
16956	ESTOY MOLESTO ! http://t.co/ij8nukLD @chavezcancanga @walterdossier @vtvcanal8 @telesurtv @canal_i @globovision @hcapriles #mud #cne #16D ¶
16957	La unidad es nuestro proyecto. RT @Jesus_Hermoso: @jaircuba Jamás hemos puesto ni siquiera en debate el respaldo a @hcapriles. Se mantiene.
16958	@hcapriles♥
16959	@AlbertoRavell @Borisizaguirre  @anamariasimon @hcapriles http://t.co/rd1pSww4
16960	Siempre le pido a Diosito que permita que algún dia @hcapriles pueda ser el que lleve las riendas de mi bella Venezuela
16961	@hcapriles es Caraquista o Magallanero?
16962	Abrazo Cira,sabemos a lo que nos enfrentamos,ya una vez y gracias al apoyo de nuestro pueblo vencimos a los corruptos @intercone
16963	@hcapriles @pereirasojo http://t.co/rd1pSww4
16964	@hcapriles el fin de semana en higuerote se metieron en mi casa y la policía llego 2 horas después pq no habia unidad
16965	@hcapriles @intercone SIGUEMEEE MI FLAKOO XD ME HARIAS FELIZZZZZZZZZZZZZZZ
16966	@hcapriles saludos dtb
16967	capriiiii saludoooos q dios t siga bendiciendooo!!! un fuerte abrazo y exitos!!! besooos!!!! @hcapriles  @raiza_04
16968	@hcapriles Que orgullo con este hombree es demasiado perfecto!!
16969	Aqui sin luz pero el camino continua @hcapriles
16970	Grande @hcapriles siempre apoyandote!
16971	No me rendire algundia @hcapriles respondera yo se que si
16972	@hcapriles @Francisbethm  es verda cuentas contodos  los que creyeron en ti no los defraudes miamigo  demuestra que no estan equivicados
16973	@hcapriles ojala algun dia #VENEZUELA salga adelante
16974	@hcapriles Venezuela te necesita como presidente
16975	EN NOMBRE DEL SELLOR, POR FAVOR RESPONDELE AL MENOS UNA VEZ. RT  @MoreThanCurls  POR DIOS! @hcapriles RESPONDELE A @Adoptad0
16976	@PaloVerde_AlDia @LomasDelAvila @carlosocariz @hcapriles  q tan dificil es alumbrar la parada del Metrobus Paloverde-Lomas? x SEGURIDAD
16977	@hcapriles cuenta con nosotros pero se siente mucha gente decepcionada mi flaco
16978	@hcapriles Claro que #HayUnCamino para construir esa Venezuela que soñamos y todos merecemos #Sigámoslo votando este #16D
16979	@hcapriles @gracicastillo DESDE ECUADOR TE APOYAMOS TU EJEMPLO Y LUCHA NOS ANIMA PARA DESENMASCARAR A LOS PATETICOS DICTADORES DEL SIGLO XXI
16980	@hcapriles gracias por venir ayer a Mcbo y pot apollarnos siempre, te amamos flaco, estamos contigo! Un abrazo desde Maracaibo! #hayuncamino
16981	Yo sigo con @hcapriles porq quiero y sueño con el mejor futuro! El progreso  #arribamiranda ya tengo mi lista de 1x10
16982	@hcapriles este 16 D HAY q salir a votar por la frente en alto para poder crear una mejor venezuela si se puede cuentas conmigo
16983	@hcapriles si tu no te rindes, nosotros no nos rendimos, para Venezuela hay un camino, gracias por todo! Saludos desde Maracaibo!
16984	@hcapriles yo pienso que todo lo que estas haciendo por mirando es magnifico y 16D decidiremos por eso no hay procupacion VIVA VENEZUELA!!!!
16985	Vaaaaai, respondeme un tweet flaquito @hcapriles :(
16986	@hcapriles Respóndele Aunque sea un Twit a ese MUCHACHO, @Adoptad0, se le van a acabar los dedos.
16987	Buenas noches&lt;33 @hcapriles te amooooo
16988	@hcapriles Si pierdes t quemas Eso s lo q ellos quieren No Debiste volver a la campaña Harán lo q sea para q gane ElmalvadoElias #diosayuda
16989	#PSUV denuncia que Henry #Falcon está entregando armas a particulares http://t.co/kbaUWcCu @dcabellor @LaraPrensa @PartidoPSUV
16990	Cabello hace llamado a la organización para obtener una victoria contundente el próximo 16-D http://t.co/6logXKJt @dcabellor
16991	@hcapriles La ESPERANZA, la FE y la FUERZA están contigo..q la Virgen cita del Valle te ilumine y te bendiga por siempre!!
16992	@hcapriles La perseverancia debemos mantenerla en nuestro norte, nos prohibimos darnos por vencidos...Como siempre mil bendiciones!!!
16993	Forever @hcapriles ignorandome☹
16994	@hcapriles
16995	De las ultimas elecciones aprendí, q solo Evenpro y @hcapriles pueden reunir a tanta gente en un mismo lugar sin obligarlos.
16996	@hcapriles Falquito seguimos en la lucha!!!
16997	#LOGROSDELAREVOLUCION DISMINUCION DE LAS TASAS DE INTERES @FOROCANDANGA @BORGESCLAUDIO @MARIEMYTB @DCABELLOR @YELITZEPSUV_ #MONAGAS
16998	@hcapriles Te deseo todo el Exito del mundo Y mil años mas, Mi apoyo y el de mi familia es  asi ti sin perder Nunca las esperanzas!.
16999	@chavezcandanga @dcabellor Jubilados del Cne estamos cansados d enviar comunicaciones a Rectores para q nos den respuesta HOMOLOGACIÖN nada
17000	@blancaePSUV @dcabellor @VicenteDz Jubilados del Cne estamos cansados d enviar comunic....a Rectores para q nos den respuesta HOMOLOGACIÖN
17001	#Video “Al ver lo que hemos logrado en #Miranda, sé que vale la pena seguir avanzando” @hcapriles http://t.co/SncSXrwY
17002	@carlos_1her:♥LEONES♥DEL♥CARACAS♥LEONES♥DEL♥CARACAS♥LEONES♥DEL♥CARACAS♥LEONES♥DEL♥CARACAS♥LEONES♥DEL♥CARACAS♥ @Hcapriles @leones_cbbc #Ccs
17003	Cuando veo la propaganda de @hcapriles :'(
17004	@hcapriles Oraré por su triunfo en Miranda, comprendo y admiro su lucha, ya que nos une el sueño de libertad, de nuestras amadas patrias.
17005	@hcapriles Hola¡ En Píritu nos estan castigando por tu victoria en la Zona Norte de Anzoátegui.
17006	@TrapieLLo @hcapriles @LeopoldoLopez y a la revolucion le interesa y le conviene que gane @Eliasgobernador @EliasJauaPSUV
17007	En las próximas horas una importante agrupación política le retirará su apoyo a @hcapriles y respaldara a @JauaMiranda..!
17008	Tan deskrados asi?@TrapieLLo:En las próximas horas una importante agrupación política le retirará su apoyo a @hcapriles y respaldara a jaua
17009	En las próximas horas una importante agrupación política le retirará su apoyo a @hcapriles y respaldara a @JauaMiranda..!
17010	@6toPoderweb @hcapriles. Sera el Mas. Quien apoyara a Jaua
17011	SE BUSCA CORRUPTO(A) http://t.co/20SN1VOn @chavezcandanga  @vtvcanal8 @telesurtv @globovision @hcapriles @NICOLASMADUROOF #16D #gaza #onu /
17012	Señores pasajeros! AJÚSTENSE los cinturones y prepárense para viajar en la GestiónIneficiente d Falcón http://t.co/vokwNCmj @dcabellor
17013	Señores pasajeros! AJÚSTENSE los cinturones y prepárense para viajar en la GestiónIneficiente d Falcón http://t.co/vokwNCmj @dcabellor
17014	Ya se los dije y lo repito: al que más le conviene que pierda @hcapriles en Miranda es a @LeopoldoLopez...!
17015	Contra el COMUNISMO ¡VOTA EL 16D! COMUNA=COMUNISMO ¡VOTA EL 16D! @hcapriles @leopoldolopez @kicobautista @carlaangola @stevemerlo @Jacogori
17016	#20TwitterosFavoritos 4.- @hcapriles
17017	Aqui el flayer oficial del evento del regreso de LA CORTE este 9 de dic http://t.co/oeeixpNa @chavezcandanga @hcapriles
17018	@hcapriles y ojo ese Reyes es mas falso y vendido! No se te voltee, recuerda el comienzo de este personaje
17019	#HayMomentosQueNoTienenPrecio cuando le di la mano a @hcapriles
17020	@dcabellor SOS En flor amarillo Valencia Corpoelec nos dejo con una falla la luz va y viene por minuto y altas y bajas por segundos
17021	Atentos al “twittazo” de Trapiello:Importante agrupación política le retirará su apoyo a @hcapriles... http://t.co/6Eii0WeX
17022	IVAD: 61,1% de mirandinos apoya reelección de @HCapriles ...... será mejor que cara de burro con sueño @JauaMiranda busque otro oficio....
17023	Atentos al twittazo de Trapiello:Importante agrupación política le retirará su apoyo a @hcapriles http://t.co/SLEBuuws
17024	Atentos al “twittazo” de Trapiello:Importante agrupación política le retirará su apoyo a @hcapriles (+Tweet) http://t.co/SLEBuuws
17025	En las próximas horas una importante agrupación política le retirará su apoyo a @hcapriles y respaldara a @JauaMiranda..!
